Date,Adj Close
2020-01-02,52.76094055175781
2020-01-03,52.27802276611328
2020-01-06,52.31589889526367
2020-01-07,52.54315185546875
2020-01-08,52.855628967285156
2020-01-09,53.24385452270508
2020-01-10,53.120758056640625
2020-01-13,53.57527160644531
2020-01-14,53.603675842285156
2020-01-15,53.49951171875
2020-01-16,54.04871368408203
2020-01-17,54.10552215576172
2020-01-21,53.906673431396484
2020-01-22,54.04871368408203
2020-01-23,54.21915817260742
2020-01-24,53.603675842285156
2020-01-27,52.571556091308594
2020-01-28,53.253326416015625
2020-01-29,52.91244125366211
2020-01-30,53.09235382080078
2020-01-31,52.05076599121094
2020-02-03,52.855628967285156
2020-02-04,54.23807907104492
2020-02-05,54.4464111328125
2020-02-06,54.73048400878906
2020-02-07,54.19074630737305
2020-02-10,54.60737228393555
2020-02-11,55.0429573059082
2020-02-12,55.65843200683594
2020-02-13,55.60162353515625
2020-02-14,55.6963005065918
2020-02-18,55.73418426513672
2020-02-19,56.33072280883789
2020-02-20,55.876216888427734
2020-02-21,54.98614501953125
2020-02-24,53.06394577026367
2020-02-25,51.49209976196289
2020-02-26,51.47316360473633
2020-02-27,49.45628356933594
2020-02-28,49.35211944580078
2020-03-02,51.15122604370117
2020-03-03,49.920249938964844
2020-03-04,51.81404113769531
2020-03-05,50.46945571899414
2020-03-06,49.503623962402344
2020-03-09,46.019046783447266
2020-03-10,48.16849136352539
2020-03-11,46.227359771728516
2020-03-12,42.02316665649414
2020-03-13,45.053218841552734
2020-03-16,39.76955032348633
2020-03-17,42.288291931152344
2020-03-18,39.51388931274414
2020-03-19,40.422908782958984
2020-03-20,38.926815032958984
2020-03-23,38.94575881958008
2020-03-24,42.3958740234375
2020-03-25,42.5382080078125
2020-03-26,44.83449172973633
2020-03-27,43.088558197021484
2020-03-30,44.50238800048828
2020-03-31,44.11334228515625
2020-04-01,42.06376647949219
2020-04-02,42.775428771972656
2020-04-03,42.158653259277344
2020-04-06,45.422794342041016
2020-04-07,45.270973205566406
2020-04-08,46.627872467041016
2020-04-09,46.80815887451172
2020-04-13,46.760711669921875
2020-04-14,48.57306671142578
2020-04-15,47.84243392944336
2020-04-16,48.67744445800781
2020-04-17,49.62632369995117
2020-04-20,48.98108673095703
2020-04-21,47.29208755493164
2020-04-22,48.55409240722656
2020-04-23,48.326358795166016
2020-04-24,49.142398834228516
2020-04-27,49.95843505859375
2020-04-28,49.34165954589844
2020-04-29,50.708045959472656
2020-04-30,49.86354446411133
2020-05-01,48.354827880859375
2020-05-04,48.82926559448242
2020-05-05,49.48398971557617
2020-05-06,49.74967956542969
2020-05-07,50.40440368652344
2020-05-08,51.33430099487305
2020-05-11,51.524078369140625
2020-05-12,50.375938415527344
