Date,Adj Close
2000-01-03,64.3305435180664
2000-01-04,61.78279113769531
2000-01-05,59.617210388183594
2000-01-06,60.12675857543945
2000-01-07,63.75728988647461
2000-01-10,66.559814453125
2000-01-11,67.26044464111328
2000-01-12,70.06295776367188
2000-01-13,70.06295776367188
2000-01-14,67.89737701416016
2000-01-17,70.06295776367188
2000-01-18,66.87828063964844
2000-01-19,72.99285888671875
2000-01-20,84.0755615234375
2000-01-21,84.0755615234375
2000-01-24,80.890869140625
2000-01-25,82.037353515625
2000-01-26,81.78258514404297
2000-01-27,80.890869140625
2000-01-28,82.73799133300781
2000-01-31,80.25393676757812
2000-02-01,77.19664764404297
2000-02-02,76.43231964111328
2000-02-03,77.06925964355469
2000-02-04,78.21573638916016
2000-02-07,75.09475708007812
2000-02-08,81.78258514404297
2000-02-09,81.5278091430664
2000-02-10,80.890869140625
2000-02-11,82.16474151611328
2000-02-14,81.27302551269531
2000-02-15,85.09465026855469
2000-02-16,86.17744445800781
2000-02-17,86.24113464355469
2000-02-18,83.18384552001953
2000-02-21,78.21573638916016
2000-02-22,73.88457489013672
2000-02-23,77.26033782958984
2000-02-24,78.66159057617188
2000-02-25,78.47051239013672
2000-02-28,77.06925964355469
2000-02-29,78.34312438964844
2000-03-01,77.96096801757812
2000-03-02,83.69338989257812
2000-03-03,85.34942626953125
2000-03-06,86.24113464355469
2000-03-07,85.98635864257812
2000-03-08,94.26652526855469
2000-03-09,90.44491577148438
2000-03-10,91.71878814697266
2000-03-13,92.35572052001953
2000-03-14,91.84617614746094
2000-03-15,91.08184814453125
2000-03-16,90.44491577148438
2000-03-17,83.8207778930664
2000-03-20,84.0755615234375
2000-03-21,84.20294189453125
2000-03-22,89.80797576904297
2000-03-23,88.4067153930664
2000-03-24,89.17103576660156
2000-03-27,89.93536376953125
2000-03-28,87.13285064697266
2000-03-29,85.34942626953125
2000-03-30,87.96086120605469
2000-03-31,87.89717102050781
2000-04-03,84.83987426757812
2000-04-04,91.71878814697266
2000-04-05,83.94816589355469
2000-04-06,87.26023864746094
2000-04-07,87.38761901855469
2000-04-10,84.0755615234375
2000-04-11,83.56600189208984
2000-04-12,86.623291015625
2000-04-13,87.00546264648438
2000-04-14,86.623291015625
2000-04-17,82.48320770263672
2000-04-18,78.98006439208984
2000-04-19,80.57240295410156
2000-04-20,80.25393676757812
2000-04-25,80.57240295410156
2000-04-26,80.890869140625
2000-04-27,80.3813247680664
2000-04-28,81.5278091430664
2000-05-02,82.41952514648438
2000-05-03,82.16474151611328
2000-05-04,87.89717102050781
2000-05-05,89.80797576904297
2000-05-08,89.17103576660156
2000-05-09,87.64239501953125
2000-05-10,91.59140014648438
2000-05-11,90.44491577148438
2000-05-12,88.78888702392578
2000-05-15,91.71878814697266
2000-05-16,92.92897033691406
2000-05-17,91.84617614746094
2000-05-18,92.22834014892578
2000-05-19,86.623291015625
2000-05-22,87.89717102050781
2000-05-23,85.66789245605469
2000-05-24,85.34942626953125
2000-05-25,86.3048324584961
2000-05-26,83.31123352050781
2000-05-29,83.88447570800781
2000-05-30,82.80167388916016
2000-05-31,84.71248626708984
2000-06-01,87.76978302001953
2000-06-02,85.34942626953125
2000-06-05,85.5405044555664
2000-06-06,85.34942626953125
2000-06-07,86.55960845947266
2000-06-08,86.3048324584961
2000-06-09,89.10735321044922
2000-06-13,92.0372543334961
2000-06-14,92.54680633544922
2000-06-15,92.0372543334961
2000-06-16,94.26652526855469
2000-06-19,95.5404052734375
2000-06-20,97.32381439208984
2000-06-21,94.01175689697266
2000-06-22,95.5404052734375
2000-06-23,94.71238708496094
2000-06-26,95.41301727294922
2000-06-27,92.99266052246094
2000-06-28,90.1264419555664
2000-06-29,92.35572052001953
2000-06-30,90.95446014404297
2000-07-03,91.08184814453125
2000-07-04,94.20283508300781
2000-07-05,93.50220489501953
2000-07-06,89.17103576660156
2000-07-07,90.19013977050781
2000-07-10,92.80158233642578
2000-07-11,91.27293395996094
2000-07-12,93.88436889648438
2000-07-13,94.13914489746094
2000-07-17,100.6358871459961
